Unnamed: 0,author_id,verified_purchase,review_title,reviews,date,reviewer_name,ratings,people_find_helpful,reviewer_profile_url,start_time,end_time,product_name,average_rating,total_reviews,product_category,product_id,brand_name,rank
0,AFAK6DCL6EITPQ3P7TUCMV2OZO6Q,True,lightweight and warm,"Even though it's June, I wear this at work where my office is freezing! It's lightweight and not bulky like some scarves can be. It's snug enough to be warm, but roomy enough to not have to take your mask off (esp in these COVID times). The light fabric makes it easy to launder. I hope I'll feel the same way about this gaiter in the winter!","June 1, 2020",LilCooper,4.0,5,https://www.amazon.ca/gp/profile/amzn1.account.AFAK6DCL6EITPQ3P7TUCMV2OZO6Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,2020-09-28 17:20:34.348686,2020-09-28 17:20:34.530538,"Neck Gaiter Warmer, Fleece Protective Face Mask Outdoor Multifunctional Headwear For Men And Women",4.4,,Clothing & Accessories,B0829L7VRS,YunTuo,"#195 in Clothing & Accessories (See Top 100 in Clothing & Accessories)
#3 in Men's Neck Gaiters"
1,AEVOI7ZGYQMJ4VR7CANIMCSJPHZQ,True,Better served for winter use,"I purchased this to potentially use as a face covering. As a result of recent by-laws in Ontario requiring you to wear some form of mask or face covering, pretty much everywhere at this point. While the product seems to be made of good quality material and held up fine through a wash. I find it too thick to use right now when it's 40 degrees with humidity. It'll be much more suitable come the fall and winter months.","July 22, 2020",Matt,4.0,2,https://www.amazon.ca/gp/profile/amzn1.account.AEVOI7ZGYQMJ4VR7CANIMCSJPHZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,2020-09-28 17:20:34.535419,2020-09-28 17:20:34.828240,"Neck Gaiter Warmer, Fleece Protective Face Mask Outdoor Multifunctional Headwear For Men And Women",4.4,,Clothing & Accessories,B0829L7VRS,YunTuo,"#195 in Clothing & Accessories (See Top 100 in Clothing & Accessories)
#3 in Men's Neck Gaiters"
2,AGZ7TQFA3IZ3ZPDYZ26NPC5RRKEQ,True,great neck/face mask,"fast shipping, I love this product I use it as a face mask and its easier to pull up and down no playing around with with tight elastic around my ears since I wear glasses and sunglasses when walking to do my grocery shopping. will be buying another so I have a replacement if one is in the wash.","July 8, 2020",Deborah Cornect,5.0,2,https://www.amazon.ca/gp/profile/amzn1.account.AGZ7TQFA3IZ3ZPDYZ26NPC5RRKEQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,2020-09-28 17:20:34.834236,2020-09-28 17:20:35.156036,"Neck Gaiter Warmer, Fleece Protective Face Mask Outdoor Multifunctional Headwear For Men And Women",4.4,,Clothing & Accessories,B0829L7VRS,YunTuo,"#195 in Clothing & Accessories (See Top 100 in Clothing & Accessories)
#3 in Men's Neck Gaiters"
3,AHMAEDCQASGHMEOSRGIE3ZDX6SLQ,True,Great!,"This is a great product. We purchased at Xmas as a stocking stuffer and unfortunately needed it in March. So, I ordered it again. Very solid, shipped quickly, washable , reusable and far more protective !","May 28, 2020",MH,5.0,2,https://www.amazon.ca/gp/profile/amzn1.account.AHMAEDCQASGHMEOSRGIE3ZDX6SLQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,2020-09-28 17:20:35.165101,2020-09-28 17:20:35.499819,"Neck Gaiter Warmer, Fleece Protective Face Mask Outdoor Multifunctional Headwear For Men And Women",4.4,,Clothing & Accessories,B0829L7VRS,YunTuo,"#195 in Clothing & Accessories (See Top 100 in Clothing & Accessories)
#3 in Men's Neck Gaiters"
4,AHXDTNLDS7EOWTJEXN44IP37YAPA,True,"Comfy.. covid 19 mask, washable, reusable, convenience.","A great alternative to wearing a mask
Per covid 19
I don't like reg face masks.. around the ears
Or tied over ur head.
Since I live in freezing Canada 🤣 warmer too.. when winter arrives again 😫","July 16, 2020",Acis ,5.0,1,https://www.amazon.ca/gp/profile/amzn1.account.AHXDTNLDS7EOWTJEXN44IP37YAPA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,2020-09-28 17:20:35.515435,2020-09-28 17:20:35.775181,"Neck Gaiter Warmer, Fleece Protective Face Mask Outdoor Multifunctional Headwear For Men And Women",4.4,,Clothing & Accessories,B0829L7VRS,YunTuo,"#195 in Clothing & Accessories (See Top 100 in Clothing & Accessories)
#3 in Men's Neck Gaiters"
5,AHGYER7TDZH52J4VCHLA4HTOLUFQ,True,Doesn’t stay on the face.,It’s too loose. And I dont think It will stay on my face for long and will have to keep pulling it up. I haven’t used it yet as it’s thick and good for colder days. I will use it for winter as neck warmer instead.,"September 25, 2020",Amazon Customer,3.0,0,https://www.amazon.ca/gp/profile/amzn1.account.AHGYER7TDZH52J4VCHLA4HTOLUFQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,2020-09-28 17:20:35.783966,2020-09-28 17:20:36.183718,"Neck Gaiter Warmer, Fleece Protective Face Mask Outdoor Multifunctional Headwear For Men And Women",4.4,,Clothing & Accessories,B0829L7VRS,YunTuo,"#195 in Clothing & Accessories (See Top 100 in Clothing & Accessories)
#3 in Men's Neck Gaiters"
6,AGBQHDMRL44P4Q24KXZTFAIVQK3Q,True,Fits large but nice quality,"I may return this, although the quality is good, the thickness is nice. And it will be nice and warm in the winter, it’s very large.
I would say that I am an average size head/face, and it is very large on me","September 1, 2020",MichyT,4.0,0,https://www.amazon.ca/gp/profile/amzn1.account.AGBQHDMRL44P4Q24KXZTFAIVQK3Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,2020-09-28 17:20:36.191244,2020-09-28 17:20:36.483360,"Neck Gaiter Warmer, Fleece Protective Face Mask Outdoor Multifunctional Headwear For Men And Women",4.4,,Clothing & Accessories,B0829L7VRS,YunTuo,"#195 in Clothing & Accessories (See Top 100 in Clothing & Accessories)
#3 in Men's Neck Gaiters"
7,AHQQNZEAUUKIGKEPV4XNN6NMYRHQ,True,I highly recommend this,"This is perfect!! It’s very easy to wash, the mask works so well to protect yourself from the coronavirus, it’s also very comfortable and easy to wear","June 13, 2020",brent scott manson,5.0,1,https://www.amazon.ca/gp/profile/amzn1.account.AHQQNZEAUUKIGKEPV4XNN6NMYRHQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,2020-09-28 17:20:36.493120,2020-09-28 17:20:36.832541,"Neck Gaiter Warmer, Fleece Protective Face Mask Outdoor Multifunctional Headwear For Men And Women",4.4,,Clothing & Accessories,B0829L7VRS,YunTuo,"#195 in Clothing & Accessories (See Top 100 in Clothing & Accessories)
#3 in Men's Neck Gaiters"
8,AGWYX2KKNHDEQ5UAMIZOZPUX77VA,True,Meh,"Works fine but is longer then I’d like, not super breathable and kinda tight. But not the worst thing out there","May 26, 2020",Alex Krups,3.0,2,https://www.amazon.ca/gp/profile/amzn1.account.AGWYX2KKNHDEQ5UAMIZOZPUX77VA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,2020-09-28 17:20:36.840405,2020-09-28 17:20:37.057259,"Neck Gaiter Warmer, Fleece Protective Face Mask Outdoor Multifunctional Headwear For Men And Women",4.4,,Clothing & Accessories,B0829L7VRS,YunTuo,"#195 in Clothing & Accessories (See Top 100 in Clothing & Accessories)
#3 in Men's Neck Gaiters"
9,AF3GJ5TGOJMUMYRJONRX5MXFEG7A,True,Fantastic premium material,"The material is very comfortable and good for outdoor activities. I tried to use when I was going fishing last weekend, and I felt very breathable to wear! A special face cover for summer, anti-dust and the fabric make you always feel cool, dry and comfortable! I would definitely recommend a friend to buy this skin-friendly product!","September 17, 2020",Jess Lei,5.0,0,https://www.amazon.ca/gp/profile/amzn1.account.AF3GJ5TGOJMUMYRJONRX5MXFEG7A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,2020-09-28 17:20:37.062259,2020-09-28 17:20:37.258264,"Neck Gaiter Warmer, Fleece Protective Face Mask Outdoor Multifunctional Headwear For Men And Women",4.4,,Clothing & Accessories,B0829L7VRS,YunTuo,"#195 in Clothing & Accessories (See Top 100 in Clothing & Accessories)
#3 in Men's Neck Gaiters"
